Address,Type,Datetime,Latitude,Longitude,Report Location,Incident Number
4730 California Ave Sw,Auto Fire Alarm,1/1/23 1:40,47.560561,-122.386794,POINT (-122.386794 47.560561),F230000063
8th Ave Nw / Nw 43rd St,Encampment Aid,1/1/23 1:41,47.658939,-122.366112,POINT (-122.366112 47.658939),F230000064
418 E Loretta Pl,Medic Response,1/1/23 1:41,47.619219,-122.326346,POINT (-122.326346 47.619219),F230000065
2104 N 82nd St,Medic Response,1/1/23 1:43,47.68865,-122.333119,POINT (-122.333119 47.68865),F230000066
1901 Franklin Ave E,Aid Response,1/1/23 1:46,47.635873,-122.32447,POINT (-122.32447 47.635873),F230000067
2505 1st Ave,Aid Response,1/1/23 1:47,47.614719,-122.348784,POINT (-122.348784 47.614719),F230000068
820 33rd Ave E,Aid Response,1/1/23 1:48,47.626292,-122.289533,POINT (-122.289533 47.626292),F230000069
300 Terry Ave N,Aid Response,1/1/23 1:50,47.620869,-122.337161,POINT (-122.337161 47.620869),F230000070
1334 44th Ave Sw,Aid Response,1/1/23 1:52,47.591701,-122.387299,POINT (-122.387299 47.591701),F230000071
1620 Melrose Ave,Aid Response,1/1/23 1:53,47.615706,-122.327894,POINT (-122.327894 47.615706),F230000072
4247 University Way Ne,Aid Response,1/1/23 1:58,47.65901,-122.313189,POINT (-122.313189 47.65901),F230000075
8319 46th Ave Sw,Low Acuity Response,1/1/23 1:58,47.529518,-122.391564,POINT (-122.391564 47.529518),F230000074
2224 8th Ave,Aid Response,1/1/23 2:00,47.617439,-122.3395,POINT (-122.3395 47.617439),F230000076
Dexter Ave N / Harrison St,Aid Response,1/1/23 2:01,47.622056,-122.342372,POINT (-122.342372 47.622056),F230000077
401 Ne Northlake Way,Aid Response,1/1/23 2:03,47.653815,-122.324577,POINT (-122.324577 47.653815),F230000078
1318 15th Ave S,Aid Response,1/1/23 2:05,47.591335,-122.314184,POINT (-122.314184 47.591335),F230000080
330 19th Ave E,1RED 1 Unit,1/1/23 2:06,47.620954,-122.307342,POINT (-122.307342 47.620954),F230000082
2302 E Denny Way,Aid Response,1/1/23 2:20,47.618934,-122.302471,POINT (-122.302471 47.618934),F230000086
E Columbia St / 12th Ave,Aid Response,1/1/23 2:25,47.609227,-122.31678,POINT (-122.31678 47.609227),F230000088
Howell St / Olive Way,MVI - Motor Vehicle Incident,1/1/23 2:37,47.614057,-122.334061,POINT (-122.334061 47.614057),F230000092
Seneca St / 1st Ave,Aid Response,1/1/23 2:44,47.606122,-122.337544,POINT (-122.337544 47.606122),F230000094
1110 N 90th St,Aid Response,1/1/23 2:45,47.694183,-122.344076,POINT (-122.344076 47.694183),F230000095
Sb I5 At Mid Boeing Field,Rescue Extrication,1/1/23 2:48,47.545461,-122.308073,POINT (-122.308073 47.545461),F230000098
3rd Ave S / S Holgate St,Medic Response- Overdose,1/1/23 2:54,47.58617,-122.329979,POINT (-122.329979 47.58617),F230000100
1420 Western Ave,Auto Fire Alarm,1/1/23 2:58,47.607557,-122.340392,POINT (-122.340392 47.607557),F230000102
4th Ave S / S Walker St,Medic Response- Overdose,1/1/23 2:58,47.583977,-122.329054,POINT (-122.329054 47.583977),F230000103
903 Union St,Medic Response,1/1/23 3:01,47.611557,-122.330191,POINT (-122.330191 47.611557),F230000105
219 PONTIUS AVE N,Auto Fire Alarm,1/1/23 3:01,47.619877,-122.331698,POINT (-122.331698 47.619877),F230000106
John St / 5th Ave N,Aid Response,1/1/23 3:03,47.619739,-122.347611,POINT (-122.347611 47.619739),F230000108
4703 21st Ave Ne,Aid Response,1/1/23 3:09,47.663087,-122.305462,POINT (-122.305462 47.663087),F230000109
3061 20th Ave S,Aid Response,1/1/23 3:27,47.576401,-122.306708,POINT (-122.306708 47.576401),F230000112
2320 4th Ave,Aid Response,1/1/23 3:31,47.615516,-122.344184,POINT (-122.344184 47.615516),F230000113
5th Ave / Union St,MVI - Motor Vehicle Incident,1/1/23 3:43,47.609685,-122.334666,POINT (-122.334666 47.609685),F230000114
6620 Roosevelt Way Ne,Medic Response- Overdose,1/1/23 3:46,47.676695,-122.317375,POINT (-122.317375 47.676695),F230000115
920 2nd Ave W,Automatic Fire Alarm Resd,1/1/23 3:48,47.62692,-122.359304,POINT (-122.359304 47.62692),F230000116
12002 Roosevelt Way Ne,Aid Response,1/1/23 3:51,47.71583,-122.318021,POINT (-122.318021 47.71583),F230000117
672 Ne 40th St,Aid Response,1/1/23 3:58,47.65589,-122.321416,POINT (-122.321416 47.65589),F230000118
400 Yesler Way,Nurseline/AMR,1/1/23 4:03,47.60172,-122.328948,POINT (-122.328948 47.60172),F230000119
1039 6th Ave S,Medic Response,1/1/23 4:05,47.593751,-122.325968,POINT (-122.325968 47.593751),F230000120
4228 Sw Dawson St,Medic Response,1/1/23 4:20,47.555687,-122.385876,POINT (-122.385876 47.555687),F230000121
10049 College Way N,Aid Response,1/1/23 4:26,47.701742,-122.335029,POINT (-122.335029 47.701742),F230000122
9400 Rainier Ave S,Aid Response,1/1/23 4:30,47.519834,-122.26509,POINT (-122.26509 47.519834),F230000125
4755 Fauntleroy Way Sw,Aid Response,1/1/23 4:30,47.560074,-122.381457,POINT (-122.381457 47.560074),F230000124
4th Ave / Olive Way,Aid Response,1/1/23 4:33,47.612182,-122.338543,POINT (-122.338543 47.612182),F230000126
4801 S OTHELLO ST,Aid Response,1/1/23 4:39,47.53695,-122.27263,POINT (-122.27263 47.53695),F230000127
1250 1st Ave S,Aid Response,1/1/23 4:43,47.592049,-122.334195,POINT (-122.334195 47.592049),F230000129
10432 67th Ave S,Medic Response,1/1/23 4:44,47.507878,-122.250023,POINT (-122.250023 47.507878),F230000130
701 17th Ave,Aid Response,1/1/23 4:46,47.608031,-122.310236,POINT (-122.310236 47.608031),F230000131
10403 39th Ave Sw,Scenes Of Violence Aid,1/1/23 4:49,47.510001,-122.38151,POINT (-122.38151 47.510001),F230000132
3211 39th Ave W,Low Acuity Response,1/1/23 4:49,47.648717,-122.406821,POINT (-122.406821 47.648717),F230000133
8805 37th Ave Sw,Low Acuity Response,1/1/23 4:51,47.524644,-122.37934,POINT (-122.37934 47.524644),F230000134
410 Terry Ave,Aid Response,1/1/23 4:57,47.604657,-122.322397,POINT (-122.322397 47.604657),F230000136
2122 S Jackson St,Aid Response,1/1/23 4:57,47.59927,-122.304099,POINT (-122.304099 47.59927),F230000135
3601 Ne 100th St,Automatic Fire Alarm Resd,1/1/23 5:11,47.701113,-122.289781,POINT (-122.289781 47.701113),F230000137
3601 Ne 100th St,Automatic Fire Alarm Resd,1/1/23 5:19,47.701113,-122.289781,POINT (-122.289781 47.701113),F230000138
924 N 143rd St,Auto Fire Alarm,1/1/23 5:20,47.732314,-122.346635,POINT (-122.346635 47.732314),F230000140
2821 Sw Yancy St,Nurseline/AMR,1/1/23 5:27,47.567614,-122.368361,POINT (-122.368361 47.567614),F230000142
1630 43rd Ave E,Aid Response,1/1/23 5:38,47.633523,-122.277157,POINT (-122.277157 47.633523),F230000144
5621 22nd Ave Nw,Aid Response,1/1/23 5:40,47.669603,-122.384743,POINT (-122.384743 47.669603),F230000146
3512 Albion Pl N,Aid Response,1/1/23 5:40,47.649847,-122.344754,POINT (-122.344754 47.649847),F230000145
924 N 143rd St,Medic Response,1/1/23 5:46,47.732314,-122.346635,POINT (-122.346635 47.732314),F230000148
4416 S Brandon St,Aid Response,1/1/23 5:49,47.553402,-122.279146,POINT (-122.279146 47.553402),F230000149
77 S Washington St,Nurseline/AMR,1/1/23 5:55,47.600885,-122.334925,POINT (-122.334925 47.600885),F230000151
5444 Delridge Way Sw,Auto Fire Alarm,1/1/23 5:58,47.553321,-122.362969,POINT (-122.362969 47.553321),F230000152
8715 27th Ave Ne,Triaged Incident,1/1/23 5:59,47.692115,-122.298785,POINT (-122.298785 47.692115),F230000154
13023 Greenwood Ave N,Medic Response,1/1/23 6:01,47.723436,-122.355547,POINT (-122.355547 47.723436),F230000155
4550 11th Ave Ne,Aid Response,1/1/23 6:03,47.661747,-122.316567,POINT (-122.316567 47.661747),F230000156
10200 1st Ave Ne,Aid Response,1/1/23 6:28,47.702577,-122.328518,POINT (-122.328518 47.702577),F230000157
4th Ave / Blanchard St,Medic Response- Overdose,1/1/23 6:46,47.6146,-122.342634,POINT (-122.342634 47.6146),F230000159
10200 1st Ave Ne,Medic Response,1/1/23 6:46,47.702577,-122.328518,POINT (-122.328518 47.702577),F230000160
2008 Westlake Ave,Low Acuity Response,1/1/23 6:52,47.615007,-122.337781,POINT (-122.337781 47.615007),F230000162
120 Ne 103rd St,Aid Response,1/1/23 6:54,47.703178,-122.328266,POINT (-122.328266 47.703178),F230000163
N 105TH ST / AURORA AVE N,Triaged Incident,1/1/23 7:01,47.705051,-122.344694,POINT (-122.344694 47.705051),F230000165
N 105TH ST / AURORA AVE N,Medic Response- 7 per Rule,1/1/23 7:01,47.705051,-122.344694,POINT (-122.344694 47.705051),F230000164
1802 17th Ave,Aid Response,1/1/23 7:18,47.61762,-122.310139,POINT (-122.310139 47.61762),F230000166
13030 Linden Ave N,Aid Response,1/1/23 7:20,47.723429,-122.348165,POINT (-122.348165 47.723429),F230000167
2010 Nw Market St,Aid Response,1/1/23 7:25,47.668677,-122.382761,POINT (-122.382761 47.668677),F230000168
8536 4th Ave Ne,Low Acuity Response,1/1/23 7:30,47.690621,-122.324343,POINT (-122.324343 47.690621),F230000169
7224 1st Ave S,Nurseline/AMR,1/1/23 7:39,47.538686,-122.33452,POINT (-122.33452 47.538686),F230000170
4750 15th Ave Ne,AFA4 - Auto Alarm 2 + 1 + 1,1/1/23 7:43,47.663381,-122.311961,POINT (-122.311961 47.663381),F230000172
913 S Jackson St,Nurseline/AMR,1/1/23 7:47,47.59919,-122.320841,POINT (-122.320841 47.59919),F230000174
12505 Greenwood Ave N,Aid Response,1/1/23 7:48,47.719638,-122.355539,POINT (-122.355539 47.719638),F230000175
1000 8th Ave,Aid Response,1/1/23 7:50,47.607945,-122.328471,POINT (-122.328471 47.607945),F230000176
2614 4th Ave,Low Acuity Response,1/1/23 7:58,47.617316,-122.347229,POINT (-122.347229 47.617316),F230000178
2915 1st Ave S,Medic Response,1/1/23 8:10,47.577619,-122.334202,POINT (-122.334202 47.577619),F230000180
3818 S Willow St,Aid Response,1/1/23 8:18,47.540664,-122.284477,POINT (-122.284477 47.540664),F230000181
209 17th Ave S,Medic Response,1/1/23 8:28,47.600765,-122.310267,POINT (-122.310267 47.600765),F230000182
2805 Rainier Ave S,Aid Response,1/1/23 8:37,47.578308,-122.298119,POINT (-122.298119 47.578308),F230000184
5515 S Dawson St,Medic Response- 7 per Rule,1/1/23 8:46,47.554806,-122.264036,POINT (-122.264036 47.554806),F230000185
3rd Ave / Cherry St,Aid Response Yellow,1/1/23 8:51,47.603484,-122.332062,POINT (-122.332062 47.603484),F230000188
97 S Main St,Nurseline/AMR,1/1/23 8:51,47.600044,-122.334219,POINT (-122.334219 47.600044),F230000187
1103 Western Ave,Hang-Up- Aid,1/1/23 8:54,47.604958,-122.338014,POINT (-122.338014 47.604958),F230000189
800 Occidental Ave S,EVENT - Special Event,1/1/23 9:01,47.595692,-122.333273,POINT (-122.333273 47.595692),F230000190
4232 Evanston Ave N,Aid Response,1/1/23 9:02,47.658123,-122.351022,POINT (-122.351022 47.658123),F230000191
9501 Aurora Ave N,Aid Response,1/1/23 9:04,47.697809,-122.344608,POINT (-122.344608 47.697809),F230000192
4th Ave / Pike St,Medic Response,1/1/23 9:11,47.610214,-122.336683,POINT (-122.336683 47.610214),F230000193
8857 22nd Ave Sw,Aid Response,1/1/23 9:21,47.524163,-122.361832,POINT (-122.361832 47.524163),F230000195
925 Nw 122nd St,Aid Response,1/1/23 9:21,47.717857,-122.368143,POINT (-122.368143 47.717857),F230000194
800 Occidental Ave S,EVENT - Special Event,1/1/23 9:22,47.595692,-122.333273,POINT (-122.333273 47.595692),F230000196
12540 4th Ave Nw,Aid Response,1/1/23 9:23,47.720001,-122.362311,POINT (-122.362311 47.720001),F230000197
301 Pike St,Illegal Burn,1/1/23 9:33,47.609755,-122.337782,POINT (-122.337782 47.609755),F230000198
301 Pine St,Rescue Elevator,1/1/23 9:36,47.610748,-122.338691,POINT (-122.338691 47.610748),F230000199
77 S Washington St,Nurseline/AMR,1/1/23 9:39,47.600885,-122.334925,POINT (-122.334925 47.600885),F230000200
2329 N 62nd St,Nurseline/AMR,1/1/23 9:41,47.673657,-122.330488,POINT (-122.330488 47.673657),F230000201
915 15th Ave E,Medic Response,1/1/23 10:00,47.626987,-122.312568,POINT (-122.312568 47.626987),F230000203
509 3rd Ave,Aid Response,1/1/23 10:00,47.602114,-122.330809,POINT (-122.330809 47.602114),F230000202
6TH AVE / BLANCHARD ST,Aid Response,1/1/23 10:02,47.61593,-122.340915,POINT (-122.340915 47.61593),F230000204
555 16th Ave,Medic Response,1/1/23 10:10,47.606687,-122.31155,POINT (-122.31155 47.606687),F230000207
8723 Jones Ave Nw,Food On The Stove,1/1/23 10:13,47.692284,-122.386848,POINT (-122.386848 47.692284),F230000209
503 S Royal Brougham Way,Aid Response,1/1/23 10:13,47.592399,-122.327256,POINT (-122.327256 47.592399),F230000208
Sb I5 To Northgate,Car Fire Freeway,1/1/23 10:15,47.713612,-122.327503,POINT (-122.327503 47.713612),F230000210
9551 Rainier Ave S,Aid Response,1/1/23 10:21,47.520126,-122.259197,POINT (-122.259197 47.520126),F230000211
2802 Rainier Ave S,Aid Response,1/1/23 10:21,47.578333,-122.298138,POINT (-122.298138 47.578333),F230000212
145 N 77th St,Automatic Fire Alarm Resd,1/1/23 10:27,47.684744,-122.357367,POINT (-122.357367 47.684744),F230000216
1705 N 45th St,Aid Response,1/1/23 10:31,47.661387,-122.33736,POINT (-122.33736 47.661387),F230000215
1902 2nd Ave,Aid Response,1/1/23 10:32,47.610972,-122.340465,POINT (-122.340465 47.610972),F230000217
715 8th Ave,Aid Response,1/1/23 10:37,47.605907,-122.326606,POINT (-122.326606 47.605907),F230000218
601 S King St,Rubbish Fire,1/1/23 11:14,47.598354,-122.326337,POINT (-122.326337 47.598354),F230000222
233 14th Ave E,Aid Response,1/1/23 11:16,47.620337,-122.314323,POINT (-122.314323 47.620337),F230000223
2911 1st Ave,Nurseline/AMR,1/1/23 11:19,47.616998,-122.352642,POINT (-122.352642 47.616998),F230000225
113 23rd Ave S,Medic Response,1/1/23 11:25,47.601601,-122.302284,POINT (-122.302284 47.601601),F230000226
10526 Greenwood Ave N,Aid Response,1/1/23 11:30,47.705313,-122.355455,POINT (-122.355455 47.705313),F230000227
77 S Washington St,Aid Response,1/1/23 11:33,47.600885,-122.334925,POINT (-122.334925 47.600885),F230000228
1421 Minor Ave,Aid Response,1/1/23 11:40,47.613146,-122.327096,POINT (-122.327096 47.613146),F230000229
10200 1st Ave Ne,Aid Response,1/1/23 11:41,47.702577,-122.328518,POINT (-122.328518 47.702577),F230000230
4737 Roosevelt Way Ne,Rescue Elevator,1/1/23 11:44,47.663338,-122.317421,POINT (-122.317421 47.663338),F230000231
111 Yale Ave N,Aid Response,1/1/23 11:52,47.618823,-122.330413,POINT (-122.330413 47.618823),F230000233
2711 31st Ave S,Aid Response,1/1/23 11:54,47.579501,-122.292999,POINT (-122.292999 47.579501),F230000234
3rd Ave / Marion St,Aid Response,1/1/23 11:59,47.604911,-122.333366,POINT (-122.333366 47.604911),F230000235
5621 California Ave Sw,Aid Response,1/1/23 12:02,47.551983,-122.387042,POINT (-122.387042 47.551983),F230000236
1827 Broadway,Triaged Incident,1/1/23 12:04,47.617881,-122.320841,POINT (-122.320841 47.617881),F230000237
7547 24th Ave Nw,Aid Response,1/1/23 12:04,47.683599,-122.387565,POINT (-122.387565 47.683599),F230000238
12718 5th Ave Ne,Aid Response,1/1/23 12:09,47.721925,-122.323574,POINT (-122.323574 47.721925),F230000239
903 Union St,Nurseline/AMR,1/1/23 12:11,47.611557,-122.330191,POINT (-122.330191 47.611557),F230000240
330 Nw 85th St,Investigate Out Of Service,1/1/23 12:14,47.690626,-122.360908,POINT (-122.360908 47.690626),F230000241
2416 N 45th St,4RED - 2 + 1 + 1,1/1/23 12:18,47.661368,-122.329967,POINT (-122.329967 47.661368),F230000242
9999 Holman Rd Nw,Aid Response,1/1/23 12:20,47.701637,-122.362244,POINT (-122.362244 47.701637),F230000243
Sw Cambridge Pl / Olson Pl Sw,Car Fire,1/1/23 12:25,47.518536,-122.339451,POINT (-122.339451 47.518536),F230000244
2100 3rd Ave,Nurseline/AMR,1/1/23 12:25,47.613167,-122.342193,POINT (-122.342193 47.613167),F230000245
504 5th Ave S,Nurseline/AMR,1/1/23 12:26,47.598322,-122.327671,POINT (-122.327671 47.598322),F230000246
800 Occidental Ave S,Medic Response,1/1/23 12:29,47.595692,-122.333273,POINT (-122.333273 47.595692),F230000247
1420 Boylston Ave,Medic Response,1/1/23 12:29,47.613197,-122.323432,POINT (-122.323432 47.613197),F230000248
3616 26th Pl W,Low Acuity Response,1/1/23 12:31,47.652407,-122.388741,POINT (-122.388741 47.652407),F230000250
1600 S Lane St,Aid Response,1/1/23 12:31,47.59665,-122.311586,POINT (-122.311586 47.59665),F230000249
Mercer St / Fairview Ave N,MVI - Motor Vehicle Incident,1/1/23 12:33,47.624265,-122.334285,POINT (-122.334285 47.624265),F230000252
11038 Lake City Way Ne,Auto Fire Alarm,1/1/23 12:51,47.708684,-122.301275,POINT (-122.301275 47.708684),F230000254
Pike Pl / Pine St,Aid Response,1/1/23 12:56,47.609433,-122.341832,POINT (-122.341832 47.609433),F230000257
4822 S Findlay St,Aid Response,1/1/23 12:59,47.551903,-122.272446,POINT (-122.272446 47.551903),F230000258
6940 M L King Jr Way S,Water Job Minor,1/1/23 13:01,47.540318,-122.282693,POINT (-122.282693 47.540318),F230000260
606 12th Ave S,Aid Response,1/1/23 13:02,47.59745,-122.317227,POINT (-122.317227 47.59745),F230000259
8511 15th Ave Ne,Low Acuity Response,1/1/23 13:04,47.690434,-122.31223,POINT (-122.31223 47.690434),F230000261
1218 Bigelow Ave N,Nurseline/AMR,1/1/23 13:08,47.629974,-122.350828,POINT (-122.350828 47.629974),F230000262
M L King Jr Way S / S Henderson St,MVI - Motor Vehicle Incident,1/1/23 13:11,47.523246,-122.279209,POINT (-122.279209 47.523246),F230000263
East Green Lake Way N / Green Lake Way N,Aid Response,1/1/23 13:16,47.668785,-122.340026,POINT (-122.340026 47.668785),F230000265
2720 E Madison St,Medic Response,1/1/23 13:16,47.623153,-122.296667,POINT (-122.296667 47.623153),F230000264
171 12th Ave,Aid Response,1/1/23 13:20,47.603031,-122.316782,POINT (-122.316782 47.603031),F230000266
12238 9th Ave Nw,Medic Response,1/1/23 13:23,47.71808,-122.36768,POINT (-122.36768 47.71808),F230000267
860 S Cambridge St,Triaged Incident,1/1/23 13:26,47.518722,-122.321256,POINT (-122.321256 47.518722),F230000268
2137 N Northgate Way,Aid Response,1/1/23 13:27,47.70866,-122.333497,POINT (-122.333497 47.70866),F230000269
2024 3rd Ave,Nurseline/AMR,1/1/23 13:29,47.612578,-122.341197,POINT (-122.341197 47.612578),F230000270
501 Seneca St,Triaged Incident,1/1/23 13:30,47.607984,-122.333093,POINT (-122.333093 47.607984),F230000271
11020 Greenwood Ave N,Nurseline/AMR,1/1/23 13:31,47.708888,-122.355482,POINT (-122.355482 47.708888),F230000273
7605 Rainier Ave S,Hang-Up- Aid,1/1/23 13:34,47.534478,-122.269989,POINT (-122.269989 47.534478),F230000275
11726 Greenwood Ave N,Aid Response,1/1/23 13:37,47.714311,-122.355517,POINT (-122.355517 47.714311),F230000278
2519 1st Ave,Aid Response,1/1/23 13:37,47.614798,-122.348918,POINT (-122.348918 47.614798),F230000277
1513 Western Ave,Auto Fire Alarm,1/1/23 13:38,47.608479,-122.341235,POINT (-122.341235 47.608479),F230000279
5444 Delridge Way Sw,Medic Response- Overdose,1/1/23 13:41,47.553321,-122.362969,POINT (-122.362969 47.553321),F230000280
1726 Summit Ave,Aid Response,1/1/23 13:47,47.616699,-122.325548,POINT (-122.325548 47.616699),F230000281
6339 34th Ave Sw,Auto Fire Alarm,1/1/23 13:53,47.546219,-122.375056,POINT (-122.375056 47.546219),F230000284
2510 4th Ave W,Medic Response,1/1/23 13:54,47.641529,-122.362252,POINT (-122.362252 47.641529),F230000285
334 1st Ave N,EVENT - Special Event,1/1/23 13:59,47.621329,-122.355431,POINT (-122.355431 47.621329),F230000286
1911 22nd Ave S,Rescue Elevator,1/1/23 14:10,47.586234,-122.304237,POINT (-122.304237 47.586234),F230000287
3621 33rd Ave S,Triaged Incident,1/1/23 14:25,47.571408,-122.291001,POINT (-122.291001 47.571408),F230000288
12740 30th Ave Ne,Aid Response,1/1/23 14:28,47.721329,-122.296339,POINT (-122.296339 47.721329),F230000289
1134 17th Ave,Aid Response,1/1/23 14:32,47.611691,-122.310172,POINT (-122.310172 47.611691),F230000290
S Washington St / 16th Ave S,Rubbish Fire,1/1/23 14:35,47.600844,-122.311572,POINT (-122.311572 47.600844),F230000291
6520 S Ryan St,Natural Gas Leak,1/1/23 14:36,47.509717,-122.252123,POINT (-122.252123 47.509717),F230000292
2821 S Walden St,Aid Response,1/1/23 14:39,47.572163,-122.296173,POINT (-122.296173 47.572163),F230000293
903 Union St,Nurseline/AMR,1/1/23 14:41,47.611557,-122.330191,POINT (-122.330191 47.611557),F230000294
14115 Aurora Ave N,Medic Response- 7 per Rule,1/1/23 14:47,47.731129,-122.345064,POINT (-122.345064 47.731129),F230000295
214 Yale Ave N,Auto Fire Alarm,1/1/23 14:51,47.619821,-122.330418,POINT (-122.330418 47.619821),F230000296
1253 THOMAS ST,Alarm Bell,1/1/23 14:52,47.620817,-122.331624,POINT (-122.331624 47.620817),F230000297
200 W Comstock St,Aid Response,1/1/23 14:59,47.630451,-122.359214,POINT (-122.359214 47.630451),F230000298
